"","Site","date","meanT","meanRH"
"841","Durham",2018-05-27,14.8019444444444,86.4498958333333
"842","Durham",2018-05-28,15.46125,90.0718402777778
"843","Durham",2018-05-29,12.7119791666667,97.7310763888889
"844","Durham",2018-05-30,12.4763541666667,97.9366319444444
"845","Durham",2018-05-31,15.9915625,90.6584375
"846","Durham",2018-06-01,16.3439583333333,87.7699652777778
"847","Durham",2018-06-02,15.4172916666666,95.2589236111112
"848","Durham",2018-06-03,14.0586458333333,99.3441319444445
"849","Durham",2018-06-04,12.0231944444444,97.3898263888888
"850","Durham",2018-06-05,11.8823958333334,86.4829861111111
"851","Durham",2018-06-06,11.0542013888889,95.4720486111111
"852","Durham",2018-06-07,12.55,88.1596875
"853","Durham",2018-06-08,11.7518055555555,90.6406597222223
"854","Durham",2018-06-09,12.1710763888889,90.8709027777778
"855","Durham",2018-06-10,13.1421180555555,94.1259375
"856","Durham",2018-06-11,13.5842361111111,92.41375
